Sex,PA,Subzone,AG,Floor Area,Population,Time
Male,Bishan,Upper Thomson,60 - 64,> 80 - 100,130,2022
Male,Bishan,Upper Thomson,60 - 64,> 100 - 120,210,2022
Male,Bishan,Upper Thomson,60 - 64,> 120,530,2022
Male,Bishan,Upper Thomson,65 - 69,Total*,"1,040",2022
Male,Bishan,Upper Thomson,65 - 69,? 60,70,2022
Male,Bishan,Upper Thomson,65 - 69,> 60 - 80,140,2022
Male,Bishan,Upper Thomson,65 - 69,> 80 - 100,150,2022
Male,Bishan,Upper Thomson,65 - 69,> 100 - 120,180,2022
Male,Bishan,Upper Thomson,65 - 69,> 120,490,2022
Male,Bishan,Upper Thomson,70 - 74,Total*,820,2022
Male,Bishan,Upper Thomson,70 - 74,? 60,40,2022
Male,Bishan,Upper Thomson,70 - 74,> 60 - 80,100,2022
Male,Bishan,Upper Thomson,70 - 74,> 80 - 100,100,2022
Male,Bishan,Upper Thomson,70 - 74,> 100 - 120,120,2022
Male,Bishan,Upper Thomson,70 - 74,> 120,440,2022
Male,Bishan,Upper Thomson,75 - 79,Total*,460,2022
Male,Bishan,Upper Thomson,75 - 79,? 60,20,2022
Male,Bishan,Upper Thomson,75 - 79,> 60 - 80,70,2022
Male,Bishan,Upper Thomson,75 - 79,> 80 - 100,60,2022
Male,Bishan,Upper Thomson,75 - 79,> 100 - 120,70,2022
Male,Bishan,Upper Thomson,75 - 79,> 120,230,2022
Male,Bishan,Upper Thomson,80 - 84,Total*,350,2022
Male,Bishan,Upper Thomson,80 - 84,? 60,10,2022
Male,Bishan,Upper Thomson,80 - 84,> 60 - 80,30,2022
Male,Bishan,Upper Thomson,80 - 84,> 80 - 100,40,2022
Male,Bishan,Upper Thomson,80 - 84,> 100 - 120,40,2022
Male,Bishan,Upper Thomson,80 - 84,> 120,190,2022
Male,Bishan,Upper Thomson,85 - 89,Total*,180,2022
Male,Bishan,Upper Thomson,85 - 89,? 60,10,2022
Male,Bishan,Upper Thomson,85 - 89,> 60 - 80,20,2022
Male,Bishan,Upper Thomson,85 - 89,> 80 - 100,20,2022
Male,Bishan,Upper Thomson,85 - 89,> 100 - 120,20,2022
Male,Bishan,Upper Thomson,85 - 89,> 120,110,2022
Male,Bishan,Upper Thomson,90 & Over,Total*,100,2022
Male,Bishan,Upper Thomson,90 & Over,? 60,0,2022
Male,Bishan,Upper Thomson,90 & Over,> 60 - 80,10,2022
Male,Bishan,Upper Thomson,90 & Over,> 80 - 100,10,2022
Male,Bishan,Upper Thomson,90 & Over,> 100 - 120,10,2022
Male,Bishan,Upper Thomson,90 & Over,> 120,60,2022
Male,Bukit Batok,Total,0 - 4,Total*,"4,600",2022
Male,Bukit Batok,Total,0 - 4,? 60,290,2022
Male,Bukit Batok,Total,0 - 4,> 60 - 80,510,2022
Male,Bukit Batok,Total,0 - 4,> 80 - 100,"1,890",2022
Male,Bukit Batok,Total,0 - 4,> 100 - 120,"1,350",2022
Male,Bukit Batok,Total,0 - 4,> 120,560,2022
Male,Bukit Batok,Total,15 - 19,Total*,"4,200",2022
Male,Bukit Batok,Total,15 - 19,? 60,190,2022
Male,Bukit Batok,Total,15 - 19,> 60 - 80,630,2022
Male,Bukit Batok,Total,15 - 19,> 80 - 100,960,2022
Male,Bukit Batok,Total,15 - 19,> 100 - 120,"1,200",2022
Male,Bukit Batok,Total,15 - 19,> 120,"1,210",2022
Male,Bukit Batok,Total,20 - 24,Total*,"4,890",2022
Male,Bukit Batok,Total,20 - 24,? 60,230,2022
Male,Bukit Batok,Total,20 - 24,> 60 - 80,690,2022
Male,Bukit Batok,Total,20 - 24,> 80 - 100,"1,030",2022
Male,Bukit Batok,Total,20 - 24,> 100 - 120,"1,320",2022
Male,Bukit Batok,Total,20 - 24,> 120,"1,620",2022
Male,Bukit Batok,Total,25 - 29,Total*,"5,560",2022
Male,Bukit Batok,Total,25 - 29,? 60,290,2022
Male,Bukit Batok,Total,25 - 29,> 60 - 80,830,2022
Male,Bukit Batok,Total,25 - 29,> 80 - 100,"1,300",2022
Male,Bukit Batok,Total,25 - 29,> 100 - 120,"1,480",2022
Male,Bukit Batok,Total,25 - 29,> 120,"1,670",2022
Male,Bukit Batok,Total,30 - 34,Total*,"7,310",2022
Male,Bukit Batok,Total,30 - 34,? 60,340,2022
Male,Bukit Batok,Total,30 - 34,> 60 - 80,"1,000",2022
Male,Bukit Batok,Total,30 - 34,> 80 - 100,"2,690",2022
Male,Bukit Batok,Total,30 - 34,> 100 - 120,"1,980",2022
Male,Bukit Batok,Total,30 - 34,> 120,"1,290",2022
Male,Bukit Batok,Total,35 - 39,Total*,"5,720",2022
Male,Bukit Batok,Total,35 - 39,? 60,240,2022
Male,Bukit Batok,Total,35 - 39,> 60 - 80,890,2022
Male,Bukit Batok,Total,35 - 39,> 80 - 100,"2,000",2022
Male,Bukit Batok,Total,35 - 39,> 100 - 120,"1,700",2022
Male,Bukit Batok,Total,35 - 39,> 120,880,2022
Male,Bukit Batok,Total,40 - 44,Total*,"5,210",2022
Male,Bukit Batok,Total,40 - 44,? 60,410,2022
Male,Bukit Batok,Total,40 - 44,> 60 - 80,870,2022
Male,Bukit Batok,Total,40 - 44,> 80 - 100,"1,570",2022
Male,Bukit Batok,Total,40 - 44,> 100 - 120,"1,470",2022
Male,Bukit Batok,Total,40 - 44,> 120,880,2022
Male,Bukit Batok,Total,45 - 49,Total*,"5,550",2022
Male,Bukit Batok,Total,45 - 49,? 60,490,2022
Male,Bukit Batok,Total,45 - 49,> 60 - 80,"1,000",2022
Male,Bukit Batok,Total,45 - 49,> 80 - 100,"1,350",2022
Male,Bukit Batok,Total,45 - 49,> 100 - 120,"1,540",2022
Male,Bukit Batok,Total,45 - 49,> 120,"1,150",2022
Male,Bukit Batok,Total,50 - 54,Total*,"5,670",2022
Male,Bukit Batok,Total,50 - 54,? 60,430,2022
Male,Bukit Batok,Total,50 - 54,> 60 - 80,"1,020",2022
Male,Bukit Batok,Total,50 - 54,> 80 - 100,"1,220",2022
Male,Bukit Batok,Total,50 - 54,> 100 - 120,"1,540",2022
Male,Bukit Batok,Total,50 - 54,> 120,"1,440",2022
Male,Bukit Batok,Total,55 - 59,Total*,"6,260",2022
Male,Bukit Batok,Total,55 - 59,? 60,500,2022
Male,Bukit Batok,Total,55 - 59,> 60 - 80,"1,210",2022
Male,Bukit Batok,Total,55 - 59,> 80 - 100,"1,370",2022
Male,Bukit Batok,Total,55 - 59,> 100 - 120,"1,550",2022
Male,Bukit Batok,Total,55 - 59,> 120,"1,590",2022
Male,Bukit Batok,Total,60 - 64,Total*,"5,880",2022
Male,Bukit Batok,Total,60 - 64,? 60,460,2022
Male,Bukit Batok,Total,60 - 64,> 60 - 80,"1,170",2022
Male,Bukit Batok,Total,60 - 64,> 80 - 100,"1,220",2022
Male,Bukit Batok,Total,60 - 64,> 100 - 120,"1,390",2022
Male,Bukit Batok,Total,60 - 64,> 120,"1,580",2022
Male,Bukit Batok,Total,65 - 69,Total*,"5,260",2022
Male,Bukit Batok,Total,65 - 69,? 60,390,2022
Male,Bukit Batok,Total,65 - 69,> 60 - 80,"1,010",2022
Male,Bukit Batok,Total,65 - 69,> 80 - 100,"1,180",2022
Male,Bukit Batok,Total,65 - 69,> 100 - 120,"1,220",2022
Male,Bukit Batok,Total,65 - 69,> 120,"1,390",2022
Male,Bukit Batok,Total,70 - 74,Total*,"3,480",2022
Male,Bukit Batok,Total,70 - 74,? 60,250,2022
Male,Bukit Batok,Total,70 - 74,> 60 - 80,620,2022
Male,Bukit Batok,Total,70 - 74,> 80 - 100,730,2022
Male,Bukit Batok,Total,70 - 74,> 100 - 120,840,2022
Male,Bukit Batok,Total,70 - 74,> 120,960,2022
Male,Bukit Batok,Total,75 - 79,Total*,"1,660",2022
Male,Bukit Batok,Total,75 - 79,? 60,120,2022
Male,Bukit Batok,Total,75 - 79,> 60 - 80,320,2022
Male,Bukit Batok,Total,75 - 79,> 80 - 100,350,2022
Male,Bukit Batok,Total,75 - 79,> 100 - 120,400,2022
Male,Bukit Batok,Total,75 - 79,> 120,410,2022
Male,Bukit Batok,Total,80 - 84,Total*,"1,080",2022
Male,Bukit Batok,Total,80 - 84,? 60,70,2022
Male,Bukit Batok,Total,80 - 84,> 60 - 80,190,2022
Male,Bukit Batok,Total,80 - 84,> 80 - 100,200,2022
Male,Bukit Batok,Total,80 - 84,> 100 - 120,220,2022
Male,Bukit Batok,Total,80 - 84,> 120,290,2022
Male,Bukit Batok,Total,85 - 89,Total*,420,2022
Male,Bukit Batok,Total,85 - 89,? 60,20,2022
Male,Bukit Batok,Total,85 - 89,> 60 - 80,60,2022
Male,Bukit Batok,Total,85 - 89,> 80 - 100,90,2022
Male,Bukit Batok,Total,85 - 89,> 100 - 120,100,2022
Male,Bukit Batok,Total,85 - 89,> 120,100,2022
Male,Bukit Batok,Total,90 & Over,Total*,210,2022
Male,Bukit Batok,Total,90 & Over,? 60,20,2022
Male,Bukit Batok,Total,90 & Over,> 60 - 80,40,2022
Male,Bukit Batok,Total,90 & Over,> 80 - 100,40,2022
Male,Bukit Batok,Total,90 & Over,> 100 - 120,40,2022
Male,Bukit Batok,Total,90 & Over,> 120,40,2022
Male,Bukit Batok,Brickworks,0 - 4,Total*,"2,010",2022
Male,Bukit Batok,Brickworks,0 - 4,? 60,200,2022
Male,Bukit Batok,Brickworks,0 - 4,> 60 - 80,160,2022
Male,Bukit Batok,Brickworks,0 - 4,> 80 - 100,"1,060",2022
Male,Bukit Batok,Brickworks,0 - 4,> 100 - 120,580,2022
Male,Bukit Batok,Brickworks,0 - 4,> 120,10,2022
Male,Bukit Batok,Brickworks,15 - 19,Total*,540,2022
Male,Bukit Batok,Brickworks,15 - 19,? 60,100,2022
Male,Bukit Batok,Brickworks,15 - 19,> 60 - 80,90,2022
Male,Bukit Batok,Brickworks,15 - 19,> 80 - 100,200,2022
Male,Bukit Batok,Brickworks,15 - 19,> 100 - 120,140,2022
Male,Bukit Batok,Brickworks,15 - 19,> 120,10,2022
Male,Bukit Batok,Brickworks,20 - 24,Total*,490,2022
Male,Bukit Batok,Brickworks,20 - 24,? 60,130,2022
Male,Bukit Batok,Brickworks,20 - 24,> 60 - 80,100,2022
Male,Bukit Batok,Brickworks,20 - 24,> 80 - 100,160,2022
Male,Bukit Batok,Brickworks,20 - 24,> 100 - 120,100,2022
Male,Bukit Batok,Brickworks,20 - 24,> 120,10,2022
Male,Bukit Batok,Brickworks,25 - 29,Total*,630,2022
Male,Bukit Batok,Brickworks,25 - 29,? 60,160,2022
Male,Bukit Batok,Brickworks,25 - 29,> 60 - 80,100,2022
Male,Bukit Batok,Brickworks,25 - 29,> 80 - 100,260,2022
Male,Bukit Batok,Brickworks,25 - 29,> 100 - 120,120,2022
Male,Bukit Batok,Brickworks,25 - 29,> 120,0,2022
Male,Bukit Batok,Brickworks,30 - 34,Total*,"2,300",2022
Male,Bukit Batok,Brickworks,30 - 34,? 60,140,2022
Male,Bukit Batok,Brickworks,30 - 34,> 60 - 80,170,2022
Male,Bukit Batok,Brickworks,30 - 34,> 80 - 100,"1,300",2022
Male,Bukit Batok,Brickworks,30 - 34,> 100 - 120,680,2022
Male,Bukit Batok,Brickworks,30 - 34,> 120,10,2022
Male,Bukit Batok,Brickworks,35 - 39,Total*,"1,470",2022
Male,Bukit Batok,Brickworks,35 - 39,? 60,90,2022
Male,Bukit Batok,Brickworks,35 - 39,> 60 - 80,150,2022
Male,Bukit Batok,Brickworks,35 - 39,> 80 - 100,730,2022
Male,Bukit Batok,Brickworks,35 - 39,> 100 - 120,490,2022
Male,Bukit Batok,Brickworks,35 - 39,> 120,10,2022
Male,Bukit Batok,Brickworks,40 - 44,Total*,"1,030",2022
Male,Bukit Batok,Brickworks,40 - 44,? 60,280,2022
Male,Bukit Batok,Brickworks,40 - 44,> 60 - 80,100,2022
Male,Bukit Batok,Brickworks,40 - 44,> 80 - 100,380,2022
Male,Bukit Batok,Brickworks,40 - 44,> 100 - 120,260,2022
Male,Bukit Batok,Brickworks,40 - 44,> 120,10,2022
Male,Bukit Batok,Brickworks,45 - 49,Total*,920,2022
Male,Bukit Batok,Brickworks,45 - 49,? 60,350,2022
Male,Bukit Batok,Brickworks,45 - 49,> 60 - 80,100,2022
Male,Bukit Batok,Brickworks,45 - 49,> 80 - 100,260,2022
Male,Bukit Batok,Brickworks,45 - 49,> 100 - 120,200,2022
Male,Bukit Batok,Brickworks,45 - 49,> 120,20,2022
Male,Bukit Batok,Brickworks,50 - 54,Total*,700,2022
Male,Bukit Batok,Brickworks,50 - 54,? 60,290,2022
Male,Bukit Batok,Brickworks,50 - 54,> 60 - 80,90,2022
Male,Bukit Batok,Brickworks,50 - 54,> 80 - 100,190,2022
Male,Bukit Batok,Brickworks,50 - 54,> 100 - 120,130,2022
Male,Bukit Batok,Brickworks,50 - 54,> 120,20,2022
Male,Bukit Batok,Brickworks,55 - 59,Total*,700,2022
Male,Bukit Batok,Brickworks,55 - 59,? 60,320,2022
Male,Bukit Batok,Brickworks,55 - 59,> 60 - 80,120,2022
Male,Bukit Batok,Brickworks,55 - 59,> 80 - 100,150,2022
Male,Bukit Batok,Brickworks,55 - 59,> 100 - 120,100,2022
Male,Bukit Batok,Brickworks,55 - 59,> 120,10,2022
Male,Bukit Batok,Brickworks,60 - 64,Total*,480,2022
Male,Bukit Batok,Brickworks,60 - 64,? 60,270,2022
Male,Bukit Batok,Brickworks,60 - 64,> 60 - 80,70,2022
Male,Bukit Batok,Brickworks,60 - 64,> 80 - 100,70,2022
Male,Bukit Batok,Brickworks,60 - 64,> 100 - 120,50,2022
Male,Bukit Batok,Brickworks,60 - 64,> 120,10,2022
Male,Bukit Batok,Brickworks,65 - 69,Total*,370,2022
Male,Bukit Batok,Brickworks,65 - 69,? 60,210,2022
Male,Bukit Batok,Brickworks,65 - 69,> 60 - 80,40,2022
Male,Bukit Batok,Brickworks,65 - 69,> 80 - 100,80,2022
Male,Bukit Batok,Brickworks,65 - 69,> 100 - 120,30,2022
Male,Bukit Batok,Brickworks,65 - 69,> 120,10,2022
Male,Bukit Batok,Brickworks,70 - 74,Total*,220,2022
Male,Bukit Batok,Brickworks,70 - 74,? 60,110,2022
Male,Bukit Batok,Brickworks,70 - 74,> 60 - 80,30,2022
Male,Bukit Batok,Brickworks,70 - 74,> 80 - 100,30,2022
Male,Bukit Batok,Brickworks,70 - 74,> 100 - 120,20,2022
Male,Bukit Batok,Brickworks,70 - 74,> 120,10,2022
Male,Bukit Batok,Brickworks,75 - 79,Total*,110,2022
Male,Bukit Batok,Brickworks,75 - 79,? 60,50,2022
Male,Bukit Batok,Brickworks,75 - 79,> 60 - 80,20,2022
Male,Bukit Batok,Brickworks,75 - 79,> 80 - 100,20,2022
Male,Bukit Batok,Brickworks,75 - 79,> 100 - 120,10,2022
Male,Bukit Batok,Brickworks,75 - 79,> 120,10,2022
Male,Bukit Batok,Brickworks,80 - 84,Total*,90,2022
Male,Bukit Batok,Brickworks,80 - 84,? 60,30,2022
Male,Bukit Batok,Brickworks,80 - 84,> 60 - 80,10,2022
Male,Bukit Batok,Brickworks,80 - 84,> 80 - 100,10,2022
Male,Bukit Batok,Brickworks,80 - 84,> 100 - 120,10,2022
Male,Bukit Batok,Brickworks,80 - 84,> 120,10,2022
Male,Bukit Batok,Brickworks,85 - 89,Total*,30,2022
Male,Bukit Batok,Brickworks,85 - 89,? 60,10,2022
Male,Bukit Batok,Brickworks,85 - 89,> 60 - 80,0,2022
Male,Bukit Batok,Brickworks,85 - 89,> 80 - 100,0,2022
Male,Bukit Batok,Brickworks,85 - 89,> 100 - 120,0,2022
Male,Bukit Batok,Brickworks,85 - 89,> 120,0,2022
Male,Bukit Batok,Brickworks,90 & Over,Total*,20,2022
Male,Bukit Batok,Brickworks,90 & Over,? 60,10,2022
Male,Bukit Batok,Brickworks,90 & Over,> 60 - 80,0,2022
Male,Bukit Batok,Brickworks,90 & Over,> 80 - 100,0,2022
Male,Bukit Batok,Brickworks,90 & Over,> 120,0,2022
Male,Bukit Batok,Bukit Batok Central,0 - 4,Total*,660,2022
Male,Bukit Batok,Bukit Batok Central,0 - 4,? 60,30,2022
Male,Bukit Batok,Bukit Batok Central,0 - 4,> 60 - 80,40,2022
Male,Bukit Batok,Bukit Batok Central,0 - 4,> 80 - 100,260,2022
Male,Bukit Batok,Bukit Batok Central,0 - 4,> 100 - 120,240,2022
Male,Bukit Batok,Bukit Batok Central,0 - 4,> 120,100,2022
Male,Bukit Batok,Bukit Batok Central,15 - 19,Total*,700,2022
Male,Bukit Batok,Bukit Batok Central,15 - 19,? 60,30,2022
Male,Bukit Batok,Bukit Batok Central,15 - 19,> 60 - 80,70,2022
Male,Bukit Batok,Bukit Batok Central,15 - 19,> 80 - 100,120,2022
Male,Bukit Batok,Bukit Batok Central,15 - 19,> 100 - 120,270,2022
Male,Bukit Batok,Bukit Batok Central,15 - 19,> 120,200,2022
Male,Bukit Batok,Bukit Batok Central,20 - 24,Total*,760,2022
Male,Bukit Batok,Bukit Batok Central,20 - 24,? 60,40,2022
Male,Bukit Batok,Bukit Batok Central,20 - 24,> 60 - 80,90,2022
Male,Bukit Batok,Bukit Batok Central,20 - 24,> 80 - 100,110,2022
Male,Bukit Batok,Bukit Batok Central,20 - 24,> 100 - 120,280,2022
Male,Bukit Batok,Bukit Batok Central,20 - 24,> 120,250,2022
Male,Bukit Batok,Bukit Batok Central,25 - 29,Total*,840,2022
Male,Bukit Batok,Bukit Batok Central,25 - 29,? 60,30,2022
Male,Bukit Batok,Bukit Batok Central,25 - 29,> 60 - 80,90,2022
Male,Bukit Batok,Bukit Batok Central,25 - 29,> 80 - 100,120,2022
Male,Bukit Batok,Bukit Batok Central,25 - 29,> 100 - 120,360,2022
Male,Bukit Batok,Bukit Batok Central,25 - 29,> 120,240,2022
Male,Bukit Batok,Bukit Batok Central,30 - 34,Total*,"1,130",2022
Male,Bukit Batok,Bukit Batok Central,30 - 34,? 60,40,2022
Male,Bukit Batok,Bukit Batok Central,30 - 34,> 60 - 80,120,2022
Male,Bukit Batok,Bukit Batok Central,30 - 34,> 80 - 100,300,2022
Male,Bukit Batok,Bukit Batok Central,30 - 34,> 100 - 120,440,2022
Male,Bukit Batok,Bukit Batok Central,30 - 34,> 120,230,2022
Male,Bukit Batok,Bukit Batok Central,35 - 39,Total*,970,2022
Male,Bukit Batok,Bukit Batok Central,35 - 39,? 60,30,2022
Male,Bukit Batok,Bukit Batok Central,35 - 39,> 60 - 80,100,2022
Male,Bukit Batok,Bukit Batok Central,35 - 39,> 80 - 100,280,2022
Male,Bukit Batok,Bukit Batok Central,35 - 39,> 100 - 120,390,2022
Male,Bukit Batok,Bukit Batok Central,35 - 39,> 120,160,2022
Male,Bukit Batok,Bukit Batok Central,40 - 44,Total*,860,2022
Male,Bukit Batok,Bukit Batok Central,40 - 44,? 60,30,2022
Male,Bukit Batok,Bukit Batok Central,40 - 44,> 60 - 80,110,2022
Male,Bukit Batok,Bukit Batok Central,40 - 44,> 80 - 100,210,2022
Male,Bukit Batok,Bukit Batok Central,40 - 44,> 100 - 120,330,2022
Male,Bukit Batok,Bukit Batok Central,40 - 44,> 120,180,2022
Male,Bukit Batok,Bukit Batok Central,45 - 49,Total*,900,2022
Male,Bukit Batok,Bukit Batok Central,45 - 49,? 60,40,2022
Male,Bukit Batok,Bukit Batok Central,45 - 49,> 60 - 80,130,2022
Male,Bukit Batok,Bukit Batok Central,45 - 49,> 80 - 100,150,2022
Male,Bukit Batok,Bukit Batok Central,45 - 49,> 100 - 120,360,2022
Male,Bukit Batok,Bukit Batok Central,45 - 49,> 120,210,2022
Male,Bukit Batok,Bukit Batok Central,50 - 54,Total*,900,2022
Male,Bukit Batok,Bukit Batok Central,50 - 54,? 60,50,2022
Male,Bukit Batok,Bukit Batok Central,50 - 54,> 60 - 80,140,2022
Male,Bukit Batok,Bukit Batok Central,50 - 54,> 80 - 100,120,2022
Male,Bukit Batok,Bukit Batok Central,50 - 54,> 100 - 120,340,2022
Male,Bukit Batok,Bukit Batok Central,50 - 54,> 120,240,2022
Male,Bukit Batok,Bukit Batok Central,55 - 59,Total*,990,2022
Male,Bukit Batok,Bukit Batok Central,55 - 59,? 60,70,2022
Male,Bukit Batok,Bukit Batok Central,55 - 59,> 60 - 80,160,2022
Male,Bukit Batok,Bukit Batok Central,55 - 59,> 80 - 100,150,2022
Male,Bukit Batok,Bukit Batok Central,55 - 59,> 100 - 120,370,2022
Male,Bukit Batok,Bukit Batok Central,55 - 59,> 120,240,2022
Male,Bukit Batok,Bukit Batok Central,60 - 64,Total*,980,2022
Male,Bukit Batok,Bukit Batok Central,60 - 64,? 60,80,2022
Male,Bukit Batok,Bukit Batok Central,60 - 64,> 60 - 80,150,2022
Male,Bukit Batok,Bukit Batok Central,60 - 64,> 80 - 100,120,2022
Male,Bukit Batok,Bukit Batok Central,60 - 64,> 100 - 120,390,2022
Male,Bukit Batok,Bukit Batok Central,60 - 64,> 120,250,2022
Male,Bukit Batok,Bukit Batok Central,65 - 69,Total*,960,2022
Male,Bukit Batok,Bukit Batok Central,65 - 69,? 60,90,2022
Male,Bukit Batok,Bukit Batok Central,65 - 69,> 60 - 80,150,2022
Male,Bukit Batok,Bukit Batok Central,65 - 69,> 80 - 100,130,2022
Male,Bukit Batok,Bukit Batok Central,65 - 69,> 100 - 120,370,2022
Male,Bukit Batok,Bukit Batok Central,65 - 69,> 120,230,2022
Male,Bukit Batok,Bukit Batok Central,70 - 74,Total*,630,2022
Male,Bukit Batok,Bukit Batok Central,70 - 74,? 60,70,2022
Male,Bukit Batok,Bukit Batok Central,70 - 74,> 60 - 80,100,2022
Male,Bukit Batok,Bukit Batok Central,70 - 74,> 80 - 100,70,2022
Male,Bukit Batok,Bukit Batok Central,70 - 74,> 100 - 120,230,2022
Male,Bukit Batok,Bukit Batok Central,70 - 74,> 120,170,2022
Male,Bukit Batok,Bukit Batok Central,75 - 79,Total*,330,2022
Male,Bukit Batok,Bukit Batok Central,75 - 79,? 60,40,2022
Male,Bukit Batok,Bukit Batok Central,75 - 79,> 60 - 80,50,2022
Male,Bukit Batok,Bukit Batok Central,75 - 79,> 80 - 100,40,2022
Male,Bukit Batok,Bukit Batok Central,75 - 79,> 100 - 120,150,2022
Male,Bukit Batok,Bukit Batok Central,75 - 79,> 120,60,2022
Male,Bukit Batok,Bukit Batok Central,80 - 84,Total*,220,2022
Male,Bukit Batok,Bukit Batok Central,80 - 84,? 60,20,2022
Male,Bukit Batok,Bukit Batok Central,80 - 84,> 60 - 80,20,2022
Male,Bukit Batok,Bukit Batok Central,80 - 84,> 80 - 100,20,2022
Male,Bukit Batok,Bukit Batok Central,80 - 84,> 100 - 120,90,2022
Male,Bukit Batok,Bukit Batok Central,80 - 84,> 120,60,2022
Male,Bukit Batok,Bukit Batok Central,85 - 89,Total*,80,2022
Male,Bukit Batok,Bukit Batok Central,85 - 89,? 60,10,2022
Male,Bukit Batok,Bukit Batok Central,85 - 89,> 60 - 80,10,2022
Male,Bukit Batok,Bukit Batok Central,85 - 89,> 80 - 100,10,2022
Male,Bukit Batok,Bukit Batok Central,85 - 89,> 100 - 120,40,2022
Male,Bukit Batok,Bukit Batok Central,85 - 89,> 120,20,2022
Male,Bukit Batok,Bukit Batok Central,90 & Over,Total*,40,2022
Male,Bukit Batok,Bukit Batok Central,90 & Over,? 60,0,2022
Male,Bukit Batok,Bukit Batok Central,90 & Over,> 60 - 80,10,2022
Male,Bukit Batok,Bukit Batok Central,90 & Over,> 80 - 100,0,2022
Male,Bukit Batok,Bukit Batok Central,90 & Over,> 100 - 120,10,2022
Male,Bukit Batok,Bukit Batok Central,90 & Over,> 120,10,2022
Male,Bukit Batok,Bukit Batok East,0 - 4,Total*,180,2022
Male,Bukit Batok,Bukit Batok East,0 - 4,> 60 - 80,70,2022
Male,Bukit Batok,Bukit Batok East,0 - 4,> 80 - 100,60,2022
Male,Bukit Batok,Bukit Batok East,0 - 4,> 100 - 120,30,2022
Male,Bukit Batok,Bukit Batok East,0 - 4,> 120,20,2022
Male,Bukit Batok,Bukit Batok East,15 - 19,Total*,310,2022
Male,Bukit Batok,Bukit Batok East,15 - 19,> 60 - 80,130,2022
Male,Bukit Batok,Bukit Batok East,15 - 19,> 80 - 100,90,2022
Male,Bukit Batok,Bukit Batok East,15 - 19,> 100 - 120,50,2022
Male,Bukit Batok,Bukit Batok East,15 - 19,> 120,50,2022
Male,Bukit Batok,Bukit Batok East,20 - 24,Total*,380,2022
Male,Bukit Batok,Bukit Batok East,20 - 24,> 60 - 80,140,2022
Male,Bukit Batok,Bukit Batok East,20 - 24,> 80 - 100,120,2022
Male,Bukit Batok,Bukit Batok East,20 - 24,> 100 - 120,40,2022
Male,Bukit Batok,Bukit Batok East,20 - 24,> 120,80,2022
Male,Bukit Batok,Bukit Batok East,25 - 29,Total*,490,2022
Male,Bukit Batok,Bukit Batok East,25 - 29,> 60 - 80,180,2022
Male,Bukit Batok,Bukit Batok East,25 - 29,> 80 - 100,150,2022
Male,Bukit Batok,Bukit Batok East,25 - 29,> 100 - 120,60,2022
Male,Bukit Batok,Bukit Batok East,25 - 29,> 120,100,2022
Male,Bukit Batok,Bukit Batok East,30 - 34,Total*,480,2022
Male,Bukit Batok,Bukit Batok East,30 - 34,> 60 - 80,170,2022
Male,Bukit Batok,Bukit Batok East,30 - 34,> 80 - 100,150,2022
Male,Bukit Batok,Bukit Batok East,30 - 34,> 100 - 120,50,2022
Male,Bukit Batok,Bukit Batok East,30 - 34,> 120,100,2022
Male,Bukit Batok,Bukit Batok East,35 - 39,Total*,370,2022
Male,Bukit Batok,Bukit Batok East,35 - 39,> 60 - 80,140,2022
Male,Bukit Batok,Bukit Batok East,35 - 39,> 80 - 100,110,2022
Male,Bukit Batok,Bukit Batok East,35 - 39,> 100 - 120,50,2022
Male,Bukit Batok,Bukit Batok East,35 - 39,> 120,60,2022
Male,Bukit Batok,Bukit Batok East,40 - 44,Total*,370,2022
Male,Bukit Batok,Bukit Batok East,40 - 44,> 60 - 80,180,2022
Male,Bukit Batok,Bukit Batok East,40 - 44,> 80 - 100,90,2022
Male,Bukit Batok,Bukit Batok East,40 - 44,> 100 - 120,40,2022
Male,Bukit Batok,Bukit Batok East,40 - 44,> 120,40,2022
Male,Bukit Batok,Bukit Batok East,45 - 49,Total*,400,2022
Male,Bukit Batok,Bukit Batok East,45 - 49,> 60 - 80,210,2022
Male,Bukit Batok,Bukit Batok East,45 - 49,> 80 - 100,100,2022
Male,Bukit Batok,Bukit Batok East,45 - 49,> 100 - 120,50,2022
Male,Bukit Batok,Bukit Batok East,45 - 49,> 120,50,2022
Male,Bukit Batok,Bukit Batok East,50 - 54,Total*,450,2022
Male,Bukit Batok,Bukit Batok East,50 - 54,> 60 - 80,230,2022
Male,Bukit Batok,Bukit Batok East,50 - 54,> 80 - 100,100,2022
Male,Bukit Batok,Bukit Batok East,50 - 54,> 100 - 120,50,2022
Male,Bukit Batok,Bukit Batok East,50 - 54,> 120,60,2022
Male,Bukit Batok,Bukit Batok East,55 - 59,Total*,490,2022
Male,Bukit Batok,Bukit Batok East,55 - 59,> 60 - 80,220,2022
Male,Bukit Batok,Bukit Batok East,55 - 59,> 80 - 100,150,2022
Male,Bukit Batok,Bukit Batok East,55 - 59,> 100 - 120,50,2022
Male,Bukit Batok,Bukit Batok East,55 - 59,> 120,70,2022
Male,Bukit Batok,Bukit Batok East,60 - 64,Total*,550,2022
Male,Bukit Batok,Bukit Batok East,60 - 64,> 60 - 80,260,2022
Male,Bukit Batok,Bukit Batok East,60 - 64,> 80 - 100,160,2022
Male,Bukit Batok,Bukit Batok East,60 - 64,> 100 - 120,40,2022
